Alue	Tielaji	Osallinen el‰inlaji	Kuukausi	Tiedot	Riistaonnettomuudet
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK06 Pirkanmaa	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	2
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	1
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	1
MK13 Keski-Suomi	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	15
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	9
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	8
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	16
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	33
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	22
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	16
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	24
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	20
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	36
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	30
MK13 Keski-Suomi	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	21
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	8
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	6
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	3
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	6
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	9
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	12
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	3
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	9
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	18
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	8
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	17
MK13 Keski-Suomi	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	7
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	6
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	1
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	2
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	3
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	2
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	8
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	4
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	7
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	3
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	11
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	25
MK13 Keski-Suomi	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	9
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	1
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	1
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	1
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK13 Keski-Suomi	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	15
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	6
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	8
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	6
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	14
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	17
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	18
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	7
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	15
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	15
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	31
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	14
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	5
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	5
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	3
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	6
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	5
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	5
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	5
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	6
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	18
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	18
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	10
MK14 Etel‰-Pohjanmaa	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	6
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	4
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	2
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	3
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	1
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	5
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	8
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	3
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	2
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	3
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	5
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	20
MK14 Etel‰-Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	13
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	3
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	1
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	4
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	1
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK14 Etel‰-Pohjanmaa	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	3
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	19
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	8
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	18
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	11
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	36
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	24
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	27
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	14
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	22
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	49
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	24
MK15 Pohjanmaa	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	18
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	5
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	7
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	3
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	2
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	6
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	10
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	2
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	5
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	15
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	16
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	11
MK15 Pohjanmaa	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	10
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	9
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	4
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	1
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	2
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	5
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	11
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	9
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M08	Lukum‰‰r‰	3
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M09	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M10	Lukum‰‰r‰	12
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M11	Lukum‰‰r‰	18
MK15 Pohjanmaa	Yhteens‰	Valkoh‰nt‰peura	2020M12	Lukum‰‰r‰	7
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M01	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M02	Lukum‰‰r‰	1
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M03	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M04	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M05	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M06	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M07	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M08	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M09	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M10	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M11	Lukum‰‰r‰	0
MK15 Pohjanmaa	Yhteens‰	Mets‰peura	2020M12	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M01	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M02	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M03	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M04	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M05	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M06	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M07	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M08	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M09	Lukum‰‰r‰	1
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M10	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M11	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Villisika	2020M12	Lukum‰‰r‰	1
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M01	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M02	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M03	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M04	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M05	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M06	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M07	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M08	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M09	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M10	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M11	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Kuusipeura	2020M12	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M01	Lukum‰‰r‰	7
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M02	Lukum‰‰r‰	2
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M03	Lukum‰‰r‰	6
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M04	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M05	Lukum‰‰r‰	9
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M06	Lukum‰‰r‰	2
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M07	Lukum‰‰r‰	2
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M08	Lukum‰‰r‰	4
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M09	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M10	Lukum‰‰r‰	6
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M11	Lukum‰‰r‰	6
MK10 Etel‰-Savo	Yhteens‰	Mets‰kauris	2020M12	Lukum‰‰r‰	6
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M01	Lukum‰‰r‰	2
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M02	Lukum‰‰r‰	4
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M03	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M04	Lukum‰‰r‰	4
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M05	Lukum‰‰r‰	15
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M06	Lukum‰‰r‰	13
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M07	Lukum‰‰r‰	5
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M08	Lukum‰‰r‰	7
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M09	Lukum‰‰r‰	11
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M10	Lukum‰‰r‰	12
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M11	Lukum‰‰r‰	3
MK10 Etel‰-Savo	Yhteens‰	Hirvi	2020M12	Lukum‰‰r‰	8
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M01	Lukum‰‰r‰	2
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M02	Lukum‰‰r‰	2
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M03	Lukum‰‰r‰	0
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M04	Lukum‰‰r‰	2
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M05	Lukum‰‰r‰	2
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M06	Lukum‰‰r‰	1
MK10 Etel‰-Savo	Yhteens‰	Valkoh‰nt‰peura	2020M07	Lukum‰‰r‰	3
